"NTNU 194440 Bevegelsesvitenskap",44.7
"NTNU 194456 Allmenn litteraturvitenskap","Alle"
"NTNU 194457 Lingvistikk","Alle"
"NTNU 194459 Antikkens kultur","Alle"
"NTNU 194476 Musikkteknologi",45.6
"NTNU 194478 Arkeologi",39.1
"NTNU 194479 Filosofi",34.8
"NTNU 194481 Historie",33.5
"NTNU 194486 Samfunns- og idrettsvitenskap",42.4
"NTNU 194615 Allmenn litteraturvitenskap årsstudium","Alle"
"NTNU 194626 Kristendomsk. med religions- og livssynsk.","Alle"
"NTNU 194646 Film- og videoproduksjon",46.6
"NTNU 194649 Kroppsøving og idrett årsstudium",51.8
"NTNU 194684 Lektorutdanning i historie",49.5
"NTNU 194685 Lektorutdanning språkfag/engelsk",44.3
"NTNU 194686 Lektorutdanning språkfag/fransk","Alle"
"NTNU 194687 Lektorutdanning språkfag/nordisk",45.8
"NTNU 194689 Lektorutdanning språkfag/tysk","Alle"
"NTNU 194715 Emnestudier humaniora årsstudium","Alle"
"NTNU 194740 Medisin",58.4
"NTNU 194752 Psykologi årsstudium",48
"NTNU 194755 Materialteknologi",51.9
"NTNU 194756 Arkitekt",52.7
"NTNU 194757 Petroleumsfag",51.9
"NTNU 194759 Bygg- og miljøteknikk",51.9
"NTNU 194760 Datateknikk",50.9
"NTNU 194761 Elektronikk",47.8
"NTNU 194763 Fysikk og matematikk",56.5
"NTNU 194764 Industriell kjemi og bioteknologi",52.6
"NTNU 194765 Marin teknikk",53.1
"NTNU 194766 Produktutvikling og produksjon",52.8
"NTNU 194767 Industriell økonomi og teknologiledelse",58.9
"NTNU 194768 Industriell design",54.4
"NTNU 194769 Energi og miljø",54.6
"NTNU 194770 Kommunikasjonsteknologi",49.6
"NTNU 194786 Europastudier med fremmedspråk spansk","Alle"
"NTNU 194793 Europastudier med fremmedspråk fransk","Alle"
"NTNU 194795 Europastudier med fremmedspråk tysk","Alle"
"NTNU 194798 Teknisk kybernetikk",51.5
"NTNU 194818 Samfunnsøkonomi master",46.6
"NTNU 194843 Lektorutdanning i realfag",48.6
"NTNU 194847 Filmvitenskap","Alle"
"NTNU 194851 Medievitenskap",38.5
"NTNU 194852 Pedagogikk",35
"NTNU 194855 Bioteknologi master",52.6
"NTNU 194857 Fysikk",52.7
"NTNU 194859 Geologi",47.2
"NTNU 194860 Kjemi",49.2
"NTNU 194862 Matematiske fag",49.8
"NTNU 194868 Afrikastudier","Alle"
"NTNU 194870 Europastudier med fremmedspråk engelsk",42.4
"NTNU 194875 Politisk økonomi",44.4
"NTNU 194876 Psykologi",46.7
"NTNU 194879 Sosialantropologi",37.5
"NTNU 194880 Sosiologi",39.3
"NTNU 194881 Statsvitenskap",44.6
"NTNU 194887 Engelsk",35.6
"NTNU 194888 Fransk","Alle"
"NTNU 194889 Nordisk","Alle"
"NTNU 194890 Tysk","Alle"
"NTNU 194898 Samfunnsøkonomi",43.9
"NTNU 194901 Språklig kommunikasjon","Alle"
"NTNU 194904 Kulturminneforvaltning","Alle"
"NTNU 194905 Ingeniørvitenskap og IKT",52
"NTNU 194910 Religionsvitenskap årsstudium","Alle"
"NTNU 194912 Spansk årsstudium",36.9
"NTNU 194929 Religionsvitenskap","Alle"
"NTNU 194930 Fonetikk","Alle"
"NTNU 194932 Klassisk språk og litteratur","Alle"
"NTNU 194934 Lektorutdanning i geografi",46.3
"NTNU 194937 Nanoteknologi",61.9
"NTNU 194941 Psykologi profesjonsstudiet",55.2
"NTNU 194945 Lektorutdanning i samfunnsfag",48.4
"NTNU 194946 Tekniske geofag",51.5
"NLA 254130 Førskolelærerutdanning","Alle"
"NLA 254182 Menighetspedagogikk","Alle"
"NLA 254196 KRLE årsstudium","Alle"
"NLA 254220 Pedagogikk årsstudium",34.6
"NLA 254418 Interkulturell forståelse vekt på Sør-Amerika",36.3
"NLA 254480 Teologi","Alle"
"NLA 254482 Kristendomskunnskap","Alle"
"NLA 254485 Kristendom og idrett","Alle"
"NLA 254547 Grunnskolelærerutdanning 1.-7. trinn","Alle"
"NLA 254651 Grunnskolelærerutdanning 5.-10. trinn","Alle"
"NLA 254717 Interkulturell forståelse vekt på Norge","Alle"
"NLA 254791 Interkulturell forståelse vekt på Øst-Asia","Alle"
"NLA 254852 Pedagogikk",43.3
"NLA 254902 Interkulturell forståelse vekt på Øst-Afrika","Alle"
"NLA 254929 Religion og kultur","Alle"
"SA/SH 231064 Samisk språk og litteratur","Alle"
"SA/SH 231065 Duodji (samisk håndverk)","Alle"
"SA/SH 231066 Reindriftsstudier","Alle"
"SA/SH 231135 Samisk førskolelærerutdanning","Alle"
"SA/SH 231557 Samisk grunnskolelærer 1-7","Alle"
"SA/SH 231651 Samisk grunnskolelærerutdanning 5.-10. trinn","Alle"
"UIA 201003 Ingeniør byggdesign Grimstad","Alle"
"UIA 201004 Ingeniør data Grimstad","Alle"
"UIA 201006 Ingeniør fornybar energi Grimstad","Alle"
"UIA 201007 Ingeniør flyteknikk Grimstad","Alle"
"UIA 201012 Ingeniør maskin Grimstad","Alle"
"UIA 201050 Sykepleierutdanning Kr.sand",40.1
"UIA 201052 Sykepleierutdanning Grimstad",37.5
"UIA 201060 Vernepleierutdanning Grimstad",37.1
"UIA 201080 Sosionomutdanning",41.8
"UIA 201083 Grunnskolelærerutdanning 5.-10. trinn master","Alle"
"UIA 201084 Grunnskolelærerutdanning 1.-7. trinn master","Alle"
"UIA 201130 Førskolelærerutd. Kr.sand.","Alle"
"UIA 201132 Førskolelærerutd. Grimstad","Alle"
"UIA 201149 Multimedieteknologi og -design Grimstad","Alle"
"UIA 201157 Faglærerutdanning i drama","Alle"
"UIA 201170 Engelsk årsstudium","Alle"
"UIA 201172 Friluftsliv og naturguiding årsstudium","Alle"
"UIA 201174 Fransk årsstudium","Alle"
"UIA 201179 Historie årsstudium","Alle"
"UIA 201184 Biologi årsstudium","Alle"
"UIA 201189 IT og informasjonssystemer årsstudium","Alle"
"UIA 201200 Kunstfag med fordypning i kunst og håndverk","Alle"
"UIA 201203 Folkehelsearbeid",40.5
"UIA 201205 Matematikk årsstudium","Alle"
"UIA 201210 Nordisk språk og litteratur årsstudium","Alle"
"UIA 201238 Statsvitenskap årsstudium",36.9
"UIA 201242 Samfunnsfag årsstudium",35
"UIA 201247 Utviklingsstudiet årsstudium",41.8
"UIA 201260 IT og informasjonssystemer",33
"UIA 201301 Matematisk finans","Alle"
"UIA 201303 Oversetting og interkulturell kom. engelsk","Alle"
"UIA 201317 Opplevelsesbasert reiseliv",36.6
"UIA 201318 Revisjon",39.7
"UIA 201327 Biologi","Alle"
"UIA 201336 Skolebibliotekkunnskap deltid","Alle"
"UIA 201345 Økonomi og administrasjon - siviløkonom",45.8
"UIA 201366 Filosofi årsstudium","Alle"
"UIA 201369 Økonomi og administrasjon Kr.sand",42.7
"UIA 201404 Økonomi og administrasjon Grimstad",40.1
"UIA 201437 Kunstfag med fordypning i musikk","Alle"
"UIA 201440 Idrett",42.9
"UIA 201456 Litteratur film og teater","Alle"
"UIA 201474 Samfunnsendring og kommunikasjon","Alle"
"UIA 201481 Historie","Alle"
"UIA 201482 Religion etikk og kultur","Alle"
"UIA 201484 Utviklingsstudier",39.3
"UIA 201547 Grunnskolelærerutdanning 1.-7. trinn Kristiansand","Alle"
"UIA 201548 Grunnskolelærerutdanning 1.-7. trinn Grimstad","Alle"
"UIA 201618 Drama årsstudium","Alle"
"UIA 201642 Kunst og håndverk årsstudium","Alle"
"UIA 201646 Ernæring mat og kultur årsstudium",40.5
"UIA 201649 Idrett årsstudium",43.5
"UIA 201651 Grunnskolelærerutdanning 5.-10. trinn Kr. sand",38.7
"UIA 201652 Religion og etikk årsstudium","Alle"
"UIA 201661 Fysikk årsstudium","Alle"
"UIA 201663 Mediefag årsstudium",36.9
"UIA 201667 Musikk årsstudium",42.9
"UIA 201676 Pedagogikk årsstudium",37.3
"UIA 201690 Tysk årsstudium","Alle"
"UIA 201702 Bioingeniør",41.5
"UIA 201767 Industriell økonomi og tekn.ledelse Grimstad",48.1
"UIA 201794 Kommunikasjon årsstudium","Alle"
"UIA 201803 Ingeniør elektronikk Grimstad","Alle"
"UIA 201807 Informasjons- og kom.teknologi Grimstad","Alle"
"UIA 201828 Lektorutdanning i realfag","Alle"
"UIA 201850 Kommunikasjon",40
"UIA 201852 Pedagogikk",31.3
"UIA 201862 Matematikk og fysikk","Alle"
"UIA 201864 Ernæring mat og kultur",46.8
"UIA 201881 Statsvitenskap",40
"UIA 201887 Engelsk","Alle"
"UIA 201889 Nordisk språk og litteratur","Alle"
"UIA 201900 Arbeids- og velferdssosiologi","Alle"
"UIA 201912 Spansk årsstudium","Alle"
"UIA 201922 Litteratur film og teater årsstudium","Alle"
"UMB 192199 Grunnstudium",53.3
"UMB 192230 Eiendomsfag",44.8
"UMB 192233 Frie realfag","Alle"
"UMB 192299 Bioteknologi",47.7
"UMB 192310 Landskapsingeniør",48
"UMB 192321 Husdyrvitenskap","Alle"
"UMB 192322 Skogfag","Alle"
"UMB 192327 Biologi",44.1
"UMB 192332 Kjemi","Alle"
"UMB 192369 Økonomi og administrasjon",47.2
"UMB 192377 Miljø og naturressurser","Alle"
"UMB 192388 Økologi og naturforvaltning","Alle"
"UMB 192406 Geomatikk: kart satellitter og 3D-modellering","Alle"
"UMB 192468 Samfunnsøkonomi",46.2
"UMB 192484 Internasjonale miljø- og utviklingsstudier",48.4
"UMB 192544 Hestefag","Alle"
"UMB 192732 Landskapsarkitektur",54.7
"UMB 192759 Byggeteknikk og arkitektur",49.8
"UMB 192766 Maskin- prosess- og produktutvikling",43.2
"UMB 192767 Industriell økonomi",52.3
"UMB 192783 Kjemi og bioteknologi","Alle"
"UMB 192784 Miljøfysikk og fornybar energi",49.2
"UMB 192809 Vann- og miljøteknikk","Alle"
"UMB 192813 Geomatikk: kart satellitter og 3D-mod. master","Alle"
"UMB 192835 Fornybar energi",51.5
"UMB 192842 Plantevitenskap","Alle"
"UMB 192843 Lektorutdanning i realfag","Alle"
"UMB 192857 Energi- og miljøfysikk",42.9
"UMB 192864 Matvitenskap","Alle"
"UMB 192949 By- og regionplanlegging",47.7
"UIO 185170 Engelsk årsstudium",58.7
"UIO 185174 Fransk årsstudium",55.9
"UIO 185179 Historie årsstudium",57.1
"UIO 185211 Nordisk særlig norsk språk og litteratur års",57.8
"UIO 185212 Norsk som andrespråk årsstudium",51.2
"UIO 185221 Tegnspråk årsstudium","Alle"
"UIO 185222 Tverrfaglige kjønnsstudier årsstudium",53.8
"UIO 185233 Realfag årsstudium","Alle"
"UIO 185272 Kunsthistorie årsstudium",56.7
"UIO 185306 Matematikk informatikk og teknologi","Alle"
"UIO 185308 Kultur og kommunikasjon",53
"UIO 185327 Biologi",44.4
"UIO 185437 Musikkvitenskap","Alle"
"UIO 185438 Samfunnsgeografi",52.5
"UIO 185439 Estetiske studier",50.6
"UIO 185452 Offentlig administrasjon og ledelse",54.2
"UIO 185455 Portugisisk",42.4
"UIO 185459 Antikk kultur og klassiske språk",46.8
"UIO 185461 Midtøstenstudier med tyrkisk","Alle"
"UIO 185462 Kunsthistorie",49
"UIO 185464 Informatikk: tekniske og naturvitenskaplige anv.","Alle"
"UIO 185465 Helseledelse og helseøkonomi",53.5
"UIO 185466 Tegnspråk og tolking","Alle"
"UIO 185478 Arkeologi",48.5
"UIO 185479 Filosofi og idéhistorie",48.4
"UIO 185480 Teologi og kristendom","Alle"
"UIO 185481 Historie",48.3
"UIO 185482 Religion og samfunn",45
"UIO 185483 Russisk",38
"UIO 185565 Italiensk",41.3
"UIO 185582 Japansk med Japan-studier",49.7
"UIO 185592 Kinesisk med Kina-studier",52.4
"UIO 185601 Arkivkunnskap årsstudium",53.9
"UIO 185604 Medievitenskap årsstudium",56.3
"UIO 185615 Allmenn litteraturvitenskap årsstudium",56.7
"UIO 185626 Kristendom årsstudium",47.8
"UIO 185690 Tysk årsstudium",51.8
"UIO 185698 Samfunnsøkonomisk analyse 5-årig",55
"UIO 185707 Farmasi",50.4
"UIO 185708 Master i klinisk ernæring start høst","Alle"
"UIO 185713 Master i klinisk ernæring start vår",63
"UIO 185724 Rettsvitenskap (jus) start høst",58.1
"UIO 185725 Rettsvitenskap (jus) start vår",55.7
"UIO 185740 Medisin start høst",68
"UIO 185742 Odontologi start høst",63.9
"UIO 185745 Medisin start vår",66.1
"UIO 185748 Odontologi start vår","Alle"
"UIO 185752 Psykologi årsstudium",57
"UIO 185771 Teologi profesjonsstudium","Alle"
"UIO 185786 Nederlandsk","Alle"
"UIO 185793 Fransk",40.4
"UIO 185795 Tysk","Alle"
"UIO 185817 Lektorprogrammet nordisk","Alle"
"UIO 185829 Informatikk: programmering og nettverk","Alle"
"UIO 185830 Informatikk: design bruk og interaksjon",46
"UIO 185832 Informatikk: nanoelektronikk og robotikk",38.8
"UIO 185837 Informatikk: språk og kommunikasjon",45.5
"UIO 185841 Demokrati og rettigheter i informasjonssamfunnet",50
"UIO 185843 Lektorprogrammet realfag","Alle"
"UIO 185844 Lektorprogrammet kultur og samfunnsfag",49.3
"UIO 185851 Medievitenskap",50.2
"UIO 185852 Pedagogikk",46.5
"UIO 185853 Spesialpedagogikk",46.4
"UIO 185856 Elektronikk og datateknologi","Alle"
"UIO 185857 Fysikk astronomi og meteorologi",40.9
"UIO 185858 Geofag: geologi geofysikk og geografi",43.8
"UIO 185860 Kjemi","Alle"
"UIO 185862 Matematikk og økonomi",51.8
"UIO 185863 Materialer energi og nanoteknologi","Alle"
"UIO 185865 Molekylærbiologi og biologisk kjemi",41.7
"UIO 185868 India områdestudier",48
"UIO 185870 Europastudier (EU)",51.8
"UIO 185872 Internasjonale studier",58.1
"UIO 185873 Tverrfaglige kjønnsstudier",47.6
"UIO 185874 Kriminologi",53.3
"UIO 185876 Psykologi",55.9
"UIO 185879 Sosialantropologi",50.2
"UIO 185880 Sosiologi",50.4
"UIO 185881 Statsvitenskap",54.2
"UIO 185883 Utviklingsstudier",51.7
"UIO 185889 Nordiske studier",46.9
"UIO 185893 Lingvistikk",55.7
"UIO 185898 Samfunnsøkonomi",55.5
"UIO 185899 Tannpleie",54.2
"UIO 185904 Kulturarv og bevaringskunnskap",49.8
"UIO 185912 Spansk årsstudium",60.2
"UIO 185918 Latin-Amerika-studier",45.5
"UIO 185919 Nord-Amerika-studier",44.8
"UIO 185920 Engelsk",51.6
"UIO 185922 Allmenn litteraturvitenskap",50.9
"UIO 185923 Midtøsten-studier med arabisk",52
"UIO 185924 Spansk",52.8
"UIO 185929 Religionshistorie og kulturhistorie",42
"UIO 185935 Lektorprogrammet fremmedspråk","Alle"
"UIO 185941 Psykologi profesjon start høst",64.9
"UIO 185942 Psykologi profesjon start vår",63
"UIS 217003 Bygg",40.7
"UIS 217004 Data","Alle"
"UIS 217005 Elektro","Alle"
"UIS 217009 Kjemi og miljø","Alle"
"UIS 217012 Maskin","Alle"
"UIS 217015 Petroleumsteknologi",44
"UIS 217046 Fjernsyns- og multimedieproduksjon",45.8
"UIS 217050 Sykepleierutdanning",36.3
"UIS 217070 Barnevern",37.1
"UIS 217080 Sosialt arbeid",39.8
"UIS 217130 Førskolelærerutdanning","Alle"
"UIS 217170 Engelsk årsstudium",32.3
"UIS 217179 Historie årsstudium","Alle"
"UIS 217196 Religionsstudier","Alle"
"UIS 217200 Kunst- og kulturstudier","Alle"
"UIS 217205 Matematikk årsstudium","Alle"
"UIS 217211 Nordisk årsstudium","Alle"
"UIS 217240 Sosiologi årsstudium",35.9
"UIS 217255 Hotelledelse","Alle"
"UIS 217317 Reiselivsledelse","Alle"
"UIS 217318 Regnskap og revisjon",39.2
"UIS 217345 Økonomi og administrasjon - siviløkonom master",46.7
"UIS 217369 Økonomi og administrasjon",43.9
"UIS 217440 Kroppsøving/idrett",38.9
"UIS 217454 Journalistikk",48.4
"UIS 217481 Historie","Alle"
"UIS 217505 Kunst og håndtverk",43
"UIS 217547 Grunnskolelærerutdanning 1.-7. trinn","Alle"
"UIS 217618 Drama","Alle"
"UIS 217649 Kroppsøving/idrett årsstudium",42.2
"UIS 217651 Grunnskolelærerutdanning 5.-10. trinn","Alle"
"UIS 217755 Konstruksjoner og materialer",38.7
"UIS 217800 Industriell økonomi",49.9
"UIS 217801 Petroleumsteknologi master",46.8
"UIS 217802 Offshoreteknologi",45.7
"UIS 217803 Informasjonsteknologi",41.5
"UIS 217844 Adjunkt- og lektorprogram i humanistiske fag","Alle"
"UIS 217857 Matematikk og fysikk","Alle"
"UIS 217860 Biologisk kjemi","Alle"
"UIS 217880 Sosiologi",32.9
"UIS 217881 Statsvitenskap",41.7
"UIS 217887 Engelsk språk og litteratur","Alle"
"UIS 217889 Nordisk språk og litteratur","Alle"
"UIS 217938 Byutvikling og urban design","Alle"
"UIS 217947 Petroleumsgeologi",41.4
"UIT 186002 Ingeniør Sikkerhet og miljø","Alle"
"UIT 186017 Ingeniør Automatiseringsteknikk","Alle"
"UIT 186018 Ingeniør Prosess/gassteknologi","Alle"
"UIT 186049 Ingeniør Nautikk","Alle"
"UIT 186050 Sykepleierutdanning",43.8
"UIT 186083 Lærerutdanning 5.-10. trinn integrert master","Alle"
"UIT 186084 Lærerutdanning 1.-7. trinn integrert master","Alle"
"UIT 186130 Førskolelærerutdanning","Alle"
"UIT 186132 Førskolelærerutdanning samlingsbasert","Alle"
"UIT 186137 Allmenn litteraturvitenskap oppstart vår","Alle"
"UIT 186164 Bedriftsøkonomi",38.6
"UIT 186170 Engelsk oppstart høst","Alle"
"UIT 186174 Fransk oppstart vår","Alle"
"UIT 186179 Historie oppstart høst","Alle"
"UIT 186205 Matematikk","Alle"
"UIT 186211 Nordisk oppstart høst","Alle"
"UIT 186222 Kjønnsstudier","Alle"
"UIT 186235 Nordsamisk som morsmål oppstart vår","Alle"
"UIT 186299 Bioteknologi","Alle"
"UIT 186306 Datasikkerhet","Alle"
"UIT 186327 Biologi klima og miljø","Alle"
"UIT 186331 Fiskeri- og havbruksvitenskap","Alle"
"UIT 186369 Økonomi og administrasjon",38.6
"UIT 186395 Informatikk","Alle"
"UIT 186427 Biomedisin","Alle"
"UIT 186474 Samfunnsplanlegging og kulturforståelse","Alle"
"UIT 186475 Kunstvitenskap","Alle"
"UIT 186478 Arkeologi","Alle"
"UIT 186479 Filosofi","Alle"
"UIT 186481 Historie","Alle"
"UIT 186482 Religionsvitenskap","Alle"
"UIT 186483 Russlandsstudier","Alle"
"UIT 186609 Antikkens kultur oppstart høst","Alle"
"UIT 186613 Historie oppstart vår","Alle"
"UIT 186615 Allmenn litteraturvitenskap oppstart høst","Alle"
"UIT 186616 Allmenn språkvitenskap oppstart høst","Alle"
"UIT 186623 Engelsk oppstart vår","Alle"
"UIT 186626 Religionsvitenskap oppstart vår","Alle"
"UIT 186644 Luftfartsfag","Alle"
"UIT 186677 Allmenn språkvitenskap oppstart vår","Alle"
"UIT 186692 Drama og teater","Alle"
"UIT 186700 Ergoterapeututdanning",41.4
"UIT 186701 Radiografutdanning",40
"UIT 186702 Bioingeniørutdanning","Alle"
"UIT 186703 Fysioterapeututdanning",53.6
"UIT 186707 Farmasi","Alle"
"UIT 186709 Fiskehelse","Alle"
"UIT 186712 Russisk oppstart vår","Alle"
"UIT 186724 Rettsvitenskap",47.3
"UIT 186739 Medisinske fag","Alle"
"UIT 186740 Medisin",61.2
"UIT 186742 Odontologi",58.8
"UIT 186743 Tannpleierutdanning",49.9
"UIT 186752 Psykologi årsstudium",42.6
"UIT 186769 Energi og miljø i nord","Alle"
"UIT 186770 Dataanalyse og sensorteknologi","Alle"
"UIT 186785 Informatikk master","Alle"
"UIT 186789 Antikkens kultur oppstart vår","Alle"
"UIT 186813 Industriell matematikk","Alle"
"UIT 186814 Romfysikk","Alle"
"UIT 186843 Lektorutdanning i realfag","Alle"
"UIT 186844 Lektorutdanning i språk og samfunnsfag","Alle"
"UIT 186846 Dokumentasjonsvitenskap","Alle"
"UIT 186852 Pedagogikk","Alle"
"UIT 186857 Fysikk","Alle"
"UIT 186859 Geologi","Alle"
"UIT 186860 Kjemi","Alle"
"UIT 186862 Matematikk og statistikk","Alle"
"UIT 186867 Ledelse innovasjon og marked",38.7
"UIT 186876 Psykologi",41.6
"UIT 186877 Samfunnssikkerhet og miljø","Alle"
"UIT 186878 Politikk økonomi og filosofi","Alle"
"UIT 186879 Sosialantropologi","Alle"
"UIT 186880 Sosiologi","Alle"
"UIT 186881 Statsvitenskap","Alle"
"UIT 186891 Språk og litteratur","Alle"
"UIT 186892 Språk og økonomi","Alle"
"UIT 186898 Samfunnsøkonomi","Alle"
"UIT 186910 Religionsvitenskap oppstart høst","Alle"
"UIT 186912 Spansk oppstart vår","Alle"
"UIT 186950 Nordisk oppstart vår","Alle"
